日期,收盤價
2024-11-18,1020
2024-11-19,1040
2024-11-20,1030
2024-11-21,1020
2024-11-22,1045
2024-11-25,1035
2024-11-26,1015
2024-11-27,1000
2024-11-28,1000
2024-11-29,1010
2024-12-02,1040
2024-12-03,1060
2024-12-04,1065
2024-12-05,1080
2024-12-06,1065
2024-12-09,1075
2024-12-10,1060
2024-12-11,1045
2024-12-12,1065
2024-12-13,1065
2024-12-16,1075
2024-12-17,1080
2024-12-18,1080
2024-12-19,1065
2024-12-20,1050
2024-12-23,1080
2024-12-24,1080
2024-12-25,1090
2024-12-26,1085
2024-12-27,1090
2024-12-30,1085
2024-12-31,1080
2025-01-02,1060
2025-01-03,1080
2025-01-06,1125
2025-01-07,1140
2025-01-08,1110
2025-01-09,1105
2025-01-10,1110
2025-01-13,1080
2025-01-14,1080
2025-01-15,1065
2025-01-16,1105
2025-01-17,1115
2025-01-20,1125
2025-01-21,1125
2025-01-22,1140
2025-02-03,1075
2025-02-04,1090
2025-02-05,1110
2025-02-06,1105
2025-02-07,1120
2025-02-10,1105
2025-02-11,1110
2025-02-12,1105
2025-02-13,1085
2025-02-14,1065
2025-02-17,1085
2025-02-18,1090
2025-02-19,1090
2025-02-20,1080
2025-02-21,1090
2025-02-24,1075
2025-02-25,1055
2025-02-26,1060
2025-02-27,1050
2025-03-03,1010
2025-03-04,1005
2025-03-05,1025
2025-03-06,1015
2025-03-07,1000
2025-03-10,997
2025-03-11,971
2025-03-12,982
2025-03-13,971
2025-03-14,963
2025-03-17,971
2025-03-18,969
2025-03-19,952
2025-03-20,982
2025-03-21,973
2025-03-24,973
2025-03-25,992
2025-03-26,987
2025-03-27,960
2025-03-28,954
2025-03-31,918
2025-04-01,942
2025-04-02,942
2025-04-07,848
2025-04-08,817
2025-04-09,792
2025-04-10,863
2025-04-11,884
2025-04-14,868
2025-04-15,878
2025-04-16,856
2025-04-17,851
2025-04-18,851
2025-04-21,834
2025-04-22,822
2025-04-23,866
2025-04-24,863
2025-04-25,888
2025-04-28,896
2025-04-29,900
2025-04-30,905
2025-05-02,945
2025-05-05,937
2025-05-06,924
2025-05-07,920
2025-05-08,933
2025-05-09,949
2025-05-12,956
2025-05-13,973
2025-05-14,997
2025-05-15,995
2025-05-16,995
2025-05-19,983
2025-05-20,980
2025-05-21,998
2025-05-22,982
2025-05-23,980
2025-05-26,977
2025-05-27,964
2025-05-28,975
2025-05-29,970
2025-06-02,949
2025-06-03,954
2025-06-04,986
2025-06-05,993
2025-06-06,993
2025-06-09,1005
2025-06-10,1045
2025-06-11,1065
2025-06-12,1050
2025-06-13,1025
2025-06-16,1025
2025-06-17,1040
2025-06-18,1055
2025-06-19,1035
2025-06-20,1035
2025-06-23,1030
2025-06-24,1050
2025-06-25,1070
2025-06-26,1070
2025-06-27,1070
2025-06-30,1075
2025-07-01,1085
2025-07-02,1075
2025-07-03,1095
2025-07-04,1080
2025-07-07,1075
2025-07-08,1065
2025-07-09,1080
2025-07-10,1095
2025-07-11,1100
2025-07-14,1090
2025-07-15,1110
2025-07-16,1130
2025-07-17,1125
2025-07-18,1150
2025-07-21,1150
2025-07-22,1135
2025-07-23,1140
2025-07-24,1145
2025-07-25,1140
2025-07-28,1150
2025-07-29,1135
2025-07-30,1145
2025-07-31,1160
2025-08-01,1140
2025-08-04,1135
2025-08-05,1150
2025-08-06,1125
2025-08-07,1180
2025-08-08,1170
2025-08-11,1185
2025-08-12,1185
2025-08-13,1200
2025-08-14,1180
2025-08-15,1175
2025-08-18,1180
2025-08-19,1185
2025-08-20,1135
2025-08-21,1155
2025-08-22,1140
2025-08-25,1170
2025-08-26,1180
2025-08-27,1185
2025-08-28,1175
2025-08-29,1165
2025-09-01,1155
2025-09-02,1155
2025-09-03,1155
2025-09-04,1160
2025-09-05,1170
2025-09-08,1190
2025-09-09,1200
2025-09-10,1230
2025-09-11,1235
2025-09-12,1260
2025-09-15,1255
2025-09-16,1280
2025-09-17,1265
2025-09-18,1280
2025-09-19,1280
2025-09-22,1295
2025-09-23,1340
2025-09-24,1340
2025-09-25,1325
2025-09-26,1300
2025-09-30,1320
2025-10-01,1330
2025-10-02,1365
2025-10-03,1395
2025-10-07,1440
2025-10-08,1420
2025-10-09,1440
2025-10-13,1420
2025-10-14,1425
2025-10-15,1460
2025-10-16,1490
2025-10-17,1455
2025-10-20,1485
2025-10-21,1485
2025-10-22,1470
2025-10-23,1450
2025-10-27,1490
2025-10-28,1475
2025-10-29,1505
2025-10-30,1505
2025-10-31,1520
2025-11-03,1495
2025-11-04,1500
2025-11-05,1465
2025-11-06,1475
2025-11-07,1460
2025-11-10,1485
2025-11-11,1465
2025-11-12,1485
2025-11-13,1465
2025-11-14,1435
2025-11-17,1450
2025-11-18,1415
2025-11-19,1400
2025-11-20,1460
2025-11-21,1395
2025-11-24,1385
2025-11-25,1415
2025-11-26,1430
2025-11-27,1435
2025-11-28,1455
2025-12-01,1420
2025-12-02,1425
2025-12-03,1445
2025-12-04,1440
2025-12-05,1455
2025-12-08,1495
2025-12-09,1480
2025-12-10,1500
2025-12-11,1465
2025-12-12,1475
2025-12-15,1450
2025-12-16,1445
2025-12-17,1425
2025-12-18,1425
2025-12-19,1435
2025-12-22,1460
2025-12-23,1490
2025-12-24,1495
2025-12-26,1505
2025-12-29,1525
2025-12-30,1530
2025-12-31,1550
2026-01-02,1585
2026-01-05,1665
2026-01-06,1690
2026-01-07,1670
2026-01-08,1695
2026-01-09,1685
2026-01-12,1690
2026-01-13,1710
2026-01-14,1705
2026-01-15,1695
2026-01-16,1745
2026-01-19,1760
2026-01-20,1770
2026-01-21,1745
2026-01-22,1755
2026-01-23,1770
2026-01-26,1755
2026-01-27,1775
2026-01-28,1815
2026-01-29,1805
2026-01-30,1790
2026-02-02,1760
2026-02-03,1800
2026-02-04,1780
2026-02-05,1770
2026-02-06,1770
2026-02-09,1820
2026-02-10,1870
2026-02-11,1920
2026-02-23,1905
2026-02-24,1970
2026-02-25,2005
2026-02-26,2005
2026-03-02,1985
2026-03-03,1945
2026-03-04,1870
2026-03-05,1905
2026-03-06,1885
2026-03-09,1795
2026-03-10,1855
2026-03-11,1940
2026-03-12,1890
2026-03-13,1870
2026-03-16,1855
2026-03-17,1870
2026-03-18,1905
2026-03-19,1855
2026-03-20,1845
2026-03-23,1810
2026-03-24,1825
2026-03-25,1855
2026-03-26,1850
2026-03-27,1820
2026-03-30,1795
2026-03-31,1765
2026-04-01,1850
