日期,收盤價
2024-10-14,192.6999969482422
2024-10-15,196.0500030517578
2024-10-16,193.0500030517578
2024-10-17,193.8000030517578
2024-10-18,198.0500030517578
2024-10-21,198
2024-10-22,197.10000610351562
2024-10-23,195.85000610351562
2024-10-24,194.89999389648438
2024-10-25,196.1999969482422
2024-10-28,196
2024-10-29,191.14999389648438
2024-10-30,191.8000030517578
2024-11-01,190.39999389648438
2024-11-04,193.10000610351562
2024-11-05,193.1999969482422
2024-11-06,196.14999389648438
2024-11-07,197.64999389648438
2024-11-08,199.10000610351562
2024-11-11,199.10000610351562
2024-11-12,194.39999389648438
2024-11-13,193.0500030517578
2024-11-14,191.5500030517578
2024-11-15,192.39999389648438
2024-11-18,189.6999969482422
2024-11-19,192.1999969482422
2024-11-20,190.9499969482422
2024-11-21,189.39999389648438
2024-11-22,193.14999389648438
2024-11-25,192.35000610351562
2024-11-26,189.9499969482422
2024-11-27,187.1999969482422
2024-11-28,186.85000610351562
2024-11-29,187.64999389648438
2024-12-02,191.60000610351562
2024-12-03,194.25
2024-12-04,195.39999389648438
2024-12-05,196.4499969482422
2024-12-06,195.6999969482422
2024-12-09,195.8000030517578
2024-12-10,194.75
2024-12-11,192.8000030517578
2024-12-12,195.14999389648438
2024-12-13,195.3000030517578
2024-12-16,196.0500030517578
2024-12-17,197.1999969482422
2024-12-18,197.0500030517578
2024-12-19,194.75
2024-12-20,192.75
2024-12-23,197.10000610351562
2024-12-24,197.64999389648438
2024-12-25,198.39999389648438
2024-12-26,198.35000610351562
2024-12-27,198.85000610351562
2024-12-30,197.64999389648438
2024-12-31,196.85000610351562
2025-01-02,194.0500030517578
2025-01-03,196
2025-01-06,202
2025-01-07,204.39999389648438
2025-01-08,201.3000030517578
2025-01-09,199.14999389648438
2025-01-10,199
2025-01-13,194.39999389648438
2025-01-14,195.5500030517578
2025-01-15,194
2025-01-16,198.14999389648438
2025-01-17,196.35000610351562
2025-01-20,198.14999389648438
2025-01-21,198.5500030517578
2025-01-22,201.3000030517578
2025-02-03,192
2025-02-04,193.0500030517578
2025-02-05,196.6999969482422
2025-02-06,197.5
2025-02-07,198.4499969482422
2025-02-10,196.75
2025-02-11,197.5
2025-02-12,197.1999969482422
2025-02-13,196.39999389648438
2025-02-14,193.85000610351562
2025-02-17,196.8000030517578
2025-02-18,197.8000030517578
2025-02-19,197.14999389648438
2025-02-20,196.35000610351562
2025-02-21,197.8000030517578
2025-02-24,196.1999969482422
2025-02-25,193.5500030517578
2025-02-26,194.4499969482422
2025-02-27,192.4499969482422
2025-03-03,187.89999389648438
2025-03-04,186.75
2025-03-05,189.25
2025-03-06,188.10000610351562
2025-03-07,186.1999969482422
2025-03-10,185.25
2025-03-11,181.8000030517578
2025-03-12,182.8000030517578
2025-03-13,181.3000030517578
2025-03-14,180.60000610351562
2025-03-17,181.60000610351562
2025-03-18,182.60000610351562
2025-03-19,180.5
2025-03-20,184.1999969482422
2025-03-21,182.89999389648438
2025-03-24,182.4499969482422
2025-03-25,184.60000610351562
2025-03-26,184.4499969482422
2025-03-27,180.75
2025-03-28,178.85000610351562
2025-03-31,172.64999389648438
2025-04-01,176.25
2025-04-02,176.3000030517578
2025-04-07,158.39999389648438
2025-04-08,153.1999969482422
2025-04-09,146.35000610351562
2025-04-10,160.8000030517578
2025-04-11,164.4499969482422
2025-04-14,163.75
2025-04-15,165.25
2025-04-16,161.9499969482422
2025-04-17,160.64999389648438
2025-04-18,160.9499969482422
2025-04-21,158.64999389648438
2025-04-22,156
2025-04-23,162.6999969482422
2025-04-24,161.64999389648438
2025-04-25,165.6999969482422
2025-04-28,167.10000610351562
2025-04-29,167.75
2025-04-30,168.5500030517578
2025-05-02,173.35000610351562
2025-05-05,171.85000610351562
2025-05-06,171
2025-05-07,170.35000610351562
2025-05-08,172.64999389648438
2025-05-09,174.8000030517578
2025-05-12,176.5
2025-05-13,179
2025-05-14,182.85000610351562
2025-05-15,182.5
2025-05-16,183
2025-05-19,180.4499969482422
2025-05-20,180.85000610351562
2025-05-21,183.8000030517578
2025-05-22,181.4499969482422
2025-05-23,180.89999389648438
2025-05-26,180.60000610351562
2025-05-27,178.39999389648438
2025-05-28,179.3000030517578
2025-05-29,179.60000610351562
2025-06-02,175.75
2025-06-03,177.0500030517578
2025-06-04,181.3000030517578
2025-06-05,181.5500030517578
2025-06-06,182
2025-06-09,183.64999389648438
2025-06-10,188.64999389648438
2025-06-18,47.54999923706055
2025-06-19,47.09000015258789
2025-06-20,47.02000045776367
2025-06-23,46.599998474121094
2025-06-24,47.47999954223633
2025-06-25,48.18000030517578
2025-06-26,48.18000030517578
2025-06-27,48.290000915527344
2025-06-30,48.36000061035156
2025-07-01,48.650001525878906
2025-07-02,48.65999984741211
2025-07-03,49.33000183105469
2025-07-04,48.86000061035156
2025-07-07,48.58000183105469
2025-07-08,48.34000015258789
2025-07-09,48.86000061035156
2025-07-10,49.439998626708984
2025-07-11,49.630001068115234
2025-07-14,49.25
2025-07-15,49.9900016784668
2025-07-16,50.45000076293945
2025-07-17,50.650001525878906
2025-07-18,51.45000076293945
2025-07-21,50.849998474121094
2025-07-22,50.5
2025-07-23,50.650001525878906
2025-07-24,51.04999923706055
2025-07-25,50.900001525878906
2025-07-28,51.04999923706055
2025-07-29,50.400001525878906
2025-07-30,50.95000076293945
2025-07-31,51.599998474121094
2025-08-01,51.099998474121094
2025-08-04,50.79999923706055
2025-08-05,51.400001525878906
2025-08-06,51
2025-08-07,52.45000076293945
2025-08-08,52.400001525878906
2025-08-11,52.900001525878906
2025-08-12,52.95000076293945
2025-08-13,53.349998474121094
2025-08-14,53.150001525878906
2025-08-15,53.150001525878906
2025-08-18,53.29999923706055
2025-08-19,53.150001525878906
2025-08-20,51.599998474121094
2025-08-21,52
2025-08-22,51.70000076293945
2025-08-25,52.75
2025-08-26,52.75
2025-08-27,53.04999923706055
2025-08-28,52.599998474121094
2025-08-29,52.54999923706055
2025-09-01,51.95000076293945
2025-09-02,52
2025-09-03,51.95000076293945
2025-09-04,52.349998474121094
2025-09-05,52.849998474121094
2025-09-08,53.29999923706055
2025-09-09,53.849998474121094
2025-09-10,55
2025-09-11,55.349998474121094
2025-09-12,56
2025-09-15,56
2025-09-16,56.79999923706055
2025-09-17,56.25
2025-09-18,56.900001525878906
2025-09-19,56.95000076293945
2025-09-22,57.29999923706055
2025-09-23,58.45000076293945
2025-09-24,58.400001525878906
2025-09-25,58.20000076293945
2025-09-26,57.25
2025-09-30,57.75
2025-10-01,58.099998474121094
2025-10-02,59.25
2025-10-03,60.04999923706055
2025-10-07,61.650001525878906
2025-10-08,61.099998474121094
2025-10-09,61.54999923706055
2025-10-13,60.900001525878906
2025-10-14,60.75
2025-10-15,61.75
2025-10-16,63
2025-10-17,62.04999923706055
2025-10-20,63.150001525878906
2025-10-21,63.20000076293945
2025-10-22,62.75
2025-10-23,62.349998474121094
2025-10-27,63.70000076293945
2025-10-28,63.349998474121094
2025-10-29,64.4000015258789
2025-10-30,64.4000015258789
2025-10-31,64.80000305175781
2025-11-03,64.0999984741211
2025-11-04,63.900001525878906
2025-11-05,63.04999923706055
2025-11-06,63.29999923706055
2025-11-07,62.599998474121094
2025-11-10,63.29999923706055
2025-11-11,62.900001525878906
2025-11-12,63.25
2025-11-13,62.900001525878906
2025-11-14,61.650001525878906
2025-11-17,61.849998474121094
2025-11-18,60.45000076293945
2025-11-19,60
2025-11-20,61.900001525878906
2025-11-21,59.79999923706055
2025-11-24,59.599998474121094
2025-11-25,60.349998474121094
2025-11-26,61.349998474121094
2025-11-27,61.95000076293945
2025-11-28,62.29999923706055
2025-12-01,61.5
2025-12-02,61.70000076293945
2025-12-03,62.29999923706055
2025-12-04,62.25
2025-12-05,62.70000076293945
2025-12-08,63.650001525878906
2025-12-09,63.650001525878906
2025-12-10,64.05000305175781
2025-12-11,63.29999923706055
2025-12-12,63.45000076293945
2025-12-15,62.75
2025-12-16,62.25
2025-12-17,61.95000076293945
2025-12-18,61.849998474121094
2025-12-19,62.54999923706055
2025-12-22,63.29999923706055
2025-12-23,63.650001525878906
2025-12-24,63.79999923706055
2025-12-26,64.4000015258789
2025-12-29,65.19999694824219
2025-12-30,65.0999984741211
2025-12-31,65.6500015258789
2026-01-02,66.94999694824219
2026-01-05,69.5
2026-01-06,70.4000015258789
2026-01-07,69.8499984741211
2026-01-08,70.0999984741211
2026-01-09,69.9000015258789
2026-01-12,70.3499984741211
2026-01-13,70.5999984741211
2026-01-14,70.75
2026-01-15,70.6500015258789
2026-01-16,72
2026-01-19,72.55000305175781
2026-01-20,72.5999984741211
2026-01-21,71.8499984741211
2026-01-22,71.69999694824219
2026-01-23,72.25
2026-01-26,72.3499984741211
2026-01-27,73.05000305175781
2026-01-28,74.1500015258789
2026-01-29,73.80000305175781
2026-01-30,72.6500015258789
2026-02-02,71.44999694824219
2026-02-03,72.9000015258789
2026-02-04,72.8499984741211
2026-02-05,71.94999694824219
2026-02-06,71.94999694824219
2026-02-09,73.94999694824219
2026-02-10,75.5
2026-02-11,77.19999694824219
2026-02-23,77.30000305175781
2026-02-24,79.5
2026-02-25,81.05000305175781
2026-02-26,81.30000305175781
2026-03-02,80.4000015258789
2026-03-03,78.75
2026-03-04,75.6500015258789
2026-03-05,77.19999694824219
2026-03-06,76.8499984741211
2026-03-09,73.44999694824219
2026-03-10,75.19999694824219
2026-03-11,78.19999694824219
2026-03-12,76.6500015258789
2026-03-13,75.94999694824219
2026-03-16,75.5999984741211
2026-03-17,76.69999694824219
2026-03-18,77.80000305175781
2026-03-19,76.05000305175781
2026-03-20,75.9000015258789
2026-03-23,74.25
2026-03-24,74.55000305175781
2026-03-25,76.19999694824219
2026-03-26,75.80000305175781
2026-03-27,75.05000305175781
2026-03-30,73.9000015258789
2026-03-31,72.44999694824219
2026-04-01,75.5
