日期,收盤價
2024-07-26,38.82
2024-07-29,38.42
2024-07-30,38.37
2024-07-31,38.37
2024-08-01,39.15
2024-08-02,38
2024-08-05,35.11
2024-08-06,35.81
2024-08-07,36.99
2024-08-08,36.77
2024-08-09,37.35
2024-08-12,37.88
2024-08-13,37.98
2024-08-14,38.36
2024-08-15,38.17
2024-08-16,38.82
2024-08-19,38.83
2024-08-20,38.91
2024-08-21,38.66
2024-08-22,38.58
2024-08-23,38.61
2024-08-26,39.02
2024-08-27,38.87
2024-08-28,38.99
2024-08-29,39.01
2024-08-30,39.06
2024-09-02,39.06
2024-09-03,38.98
2024-09-04,37.59
2024-09-05,37.63
2024-09-06,37.87
2024-09-09,37.66
2024-09-10,37.18
2024-09-11,37.15
2024-09-12,37.77
2024-09-13,37.82
2024-09-16,37.98
2024-09-18,37.72
2024-09-19,37.97
2024-09-20,38.15
2024-09-23,38.25
2024-09-24,38.24
2024-09-25,38.73
2024-09-26,38.75
2024-09-27,39.01
2024-09-30,38.66
2024-10-01,38.57
2024-10-04,38.35
2024-10-07,38.64
2024-10-08,38.43
2024-10-09,38.43
2024-10-11,38.6
2024-10-14,38.7
2024-10-15,39.1
2024-10-16,39.02
2024-10-17,38.12
2024-10-18,38.06
2024-10-21,38.09
2024-10-22,38.16
2024-10-23,38.01
2024-10-24,37.81
2024-10-25,37.97
2024-10-28,37.94
2024-10-29,37.49
2024-10-30,37.42
2024-11-01,37.34
2024-11-04,37.48
2024-11-05,37.68
2024-11-06,37.79
2024-11-07,38.16
2024-11-08,38.13
2024-11-11,38.08
2024-11-12,37.52
2024-11-13,37.49
2024-11-14,37.08
2024-11-15,37.14
2024-11-18,37
2024-11-19,37.25
2024-11-20,37.1
2024-11-21,37.1
2024-11-22,37.33
2024-11-25,37.48
2024-11-26,37.31
2024-11-27,36.71
2024-11-28,36.5
2024-11-29,36.6
2024-12-02,37.02
2024-12-03,37.05
2024-12-04,37.09
2024-12-05,37.21
2024-12-06,37.3
2024-12-09,37.3
2024-12-10,37.05
2024-12-11,36.91
2024-12-12,37.02
2024-12-13,36.88
2024-12-16,36.54
2024-12-17,36.48
2024-12-18,36.8
2024-12-19,36.63
2024-12-20,36.42
2024-12-23,36.85
2024-12-24,36.96
2024-12-25,36.99
2024-12-26,37.09
2024-12-27,37.05
2024-12-30,36.83
2024-12-31,36.68
2025-01-02,36.7
2025-01-03,36.78
2025-01-06,37.22
2025-01-07,37.3
2025-01-08,37.3
2025-01-09,36.73
2025-01-10,36.56
2025-01-13,36
2025-01-14,36.36
2025-01-15,36.12
2025-01-16,36.39
2025-01-17,35.35
2025-01-20,35.52
2025-01-21,35.64
2025-01-22,35.78
2025-02-03,35.45
2025-02-04,35.2
2025-02-05,35.62
2025-02-06,35.71
2025-02-07,35.85
2025-02-10,35.88
2025-02-11,36.02
2025-02-12,36.02
2025-02-13,36.34
2025-02-14,36.29
2025-02-17,36.6
2025-02-18,36.68
2025-02-19,36.84
2025-02-20,36.83
2025-02-21,37
2025-02-24,36.98
2025-02-25,36.9
2025-02-26,37.09
2025-02-27,36.71
2025-03-03,36.53
2025-03-04,36.46
2025-03-05,36.7
2025-03-06,36.76
2025-03-07,36.6
2025-03-10,36.42
2025-03-11,36.17
2025-03-12,36.17
2025-03-13,35.93
2025-03-14,35.89
2025-03-17,36.13
2025-03-18,36.41
2025-03-19,36.15
2025-03-20,36.46
2025-03-21,36.4
2025-03-24,36.3
2025-03-25,36.25
2025-03-26,36.35
2025-03-27,36.07
2025-03-28,35.8
2025-03-31,34.76
2025-04-01,35.26
2025-04-02,35.17
2025-04-07,31.66
2025-04-08,30.6
2025-04-09,28.69
2025-04-10,31.55
2025-04-11,32.21
2025-04-14,32.66
2025-04-15,33.14
2025-04-16,32.85
2025-04-17,32.6
2025-04-18,32.69
2025-04-21,32.37
2025-04-22,31.98
2025-04-23,31.62
2025-04-24,31.46
2025-04-25,31.97
2025-04-28,32.15
2025-04-29,32.34
2025-04-30,32.22
2025-05-02,32.64
2025-05-05,32.37
2025-05-06,32.68
2025-05-07,32.64
2025-05-08,32.84
2025-05-09,33.11
2025-05-12,33.47
2025-05-13,33.88
2025-05-14,34.44
2025-05-15,34.39
2025-05-16,34.51
2025-05-19,34.2
2025-05-20,34.19
2025-05-21,34.56
2025-05-22,34.45
2025-05-23,34.29
2025-05-26,34.2
2025-05-27,33.93
2025-05-28,33.94
2025-05-29,34.08
2025-06-02,33.53
2025-06-03,33.79
2025-06-04,34.09
2025-06-05,34.01
2025-06-06,34.01
2025-06-09,34.14
2025-06-10,34.53
2025-06-11,34.59
2025-06-12,34.59
2025-06-13,34.59
2025-06-16,34.6
2025-06-17,34.65
2025-06-18,34.7
2025-06-19,34.41
2025-06-20,34.21
2025-06-23,33.9
2025-06-24,34.45
2025-06-25,34.61
2025-06-26,34.65
2025-06-27,34.69
2025-06-30,34.62
2025-07-01,34.71
2025-07-02,34.85
2025-07-03,35.15
2025-07-04,34.89
2025-07-07,34.83
2025-07-08,34.65
2025-07-09,34.95
2025-07-10,35.04
2025-07-11,35.2
2025-07-14,35.03
2025-07-15,35.26
2025-07-16,35.48
2025-07-17,35.54
2025-07-18,35.6
2025-07-21,34.8
2025-07-22,34.42
2025-07-23,34.78
2025-07-24,34.85
2025-07-25,34.87
2025-07-28,34.96
2025-07-29,34.7
2025-07-30,34.77
2025-07-31,34.79
2025-08-01,34.81
2025-08-04,34.79
2025-08-05,35.11
2025-08-06,35.1
2025-08-07,35.19
2025-08-08,35.24
2025-08-11,35.23
2025-08-12,35.21
2025-08-13,35.07
2025-08-14,35.05
2025-08-15,35.03
2025-08-18,35.1
2025-08-19,35.01
2025-08-20,34.5
2025-08-21,34.71
2025-08-22,34.6
2025-08-25,34.94
2025-08-26,34.91
2025-08-27,35.04
2025-08-28,35.04
2025-08-29,34.99
2025-09-01,34.66
2025-09-02,34.67
2025-09-03,34.76
2025-09-04,34.91
2025-09-05,35.11
2025-09-08,35.41
2025-09-09,35.66
2025-09-10,36.07
2025-09-11,35.97
2025-09-12,36.18
2025-09-15,36.22
2025-09-16,36.31
2025-09-17,36.18
2025-09-18,36.4
2025-09-19,36.56
2025-09-22,36.8
2025-09-23,36.94
2025-09-24,36.89
2025-09-25,36.96
2025-09-26,36.51
2025-09-30,36.8
2025-10-01,36.81
2025-10-02,37.04
2025-10-03,37.04
2025-10-07,37.46
2025-10-08,37.43
2025-10-09,37.42
2025-10-13,36.94
2025-10-14,36.59
2025-10-15,36.67
2025-10-16,37.19
2025-10-17,37.11
2025-10-20,37.49
2025-10-21,37.66
2025-10-22,37.75
2025-10-23,36.81
2025-10-27,37.24
2025-10-28,37.13
2025-10-29,37.47
2025-10-30,37.4
2025-10-31,37.46
2025-11-03,37.33
2025-11-04,36.96
2025-11-05,36.78
2025-11-06,36.95
2025-11-07,36.55
2025-11-10,36.57
2025-11-11,36.41
2025-11-12,36.46
2025-11-13,36.51
2025-11-14,36.13
2025-11-17,35.79
2025-11-18,35
2025-11-19,34.74
2025-11-20,35.5
2025-11-21,35
2025-11-24,35.15
2025-11-25,35.15
2025-11-26,35.69
2025-11-27,36.13
2025-11-28,36.02
2025-12-01,36
2025-12-02,36.11
2025-12-03,36.31
2025-12-04,36.4
2025-12-05,36.55
2025-12-08,36.62
2025-12-09,36.58
2025-12-10,36.59
2025-12-11,36.33
2025-12-12,36.46
2025-12-15,36.28
2025-12-16,36.07
2025-12-17,36.2
2025-12-18,36.11
2025-12-19,36.38
2025-12-22,36.72
2025-12-23,36.54
2025-12-24,36.55
2025-12-26,36.61
2025-12-29,36.73
2025-12-30,36.69
2025-12-31,36.73
2026-01-02,37.01
2026-01-05,37.13
2026-01-06,37.26
2026-01-07,37.62
2026-01-08,37.41
2026-01-09,37.4
2026-01-12,37.67
2026-01-13,37.74
2026-01-14,37.96
2026-01-15,38.01
2026-01-16,38.26
2026-01-19,38.42
2026-01-20,38.45
2026-01-21,38.21
2026-01-22,37.76
2026-01-23,37.73
2026-01-26,38.23
2026-01-27,38.51
2026-01-28,38.62
2026-01-29,38.26
2026-01-30,37.58
2026-02-02,37.15
2026-02-03,37.63
2026-02-04,37.84
2026-02-05,37.55
2026-02-06,37.52
2026-02-09,38.03
2026-02-10,38.34
2026-02-11,38.7
2026-02-23,39.13
2026-02-24,39.72
2026-02-25,40.05
2026-02-26,40.29
2026-03-02,39.9
2026-03-03,39.13
2026-03-04,37.74
2026-03-05,38.5
2026-03-06,38.63
2026-03-09,37.58
2026-03-10,37.88
2026-03-11,38.64
2026-03-12,38.53
2026-03-13,38.5
2026-03-16,38.81
2026-03-17,39.13
2026-03-18,39.42
2026-03-19,38.88
2026-03-20,38.77
2026-03-23,37.97
2026-03-24,38.04
2026-03-25,38.58
2026-03-26,38.56
2026-03-27,38.43
2026-03-30,37.85
2026-03-31,37.13
2026-04-01,38.11
2026-04-02,37.82
2026-04-07,38.07
2026-04-08,39.02
2026-04-09,39.08
2026-04-10,39.41
2026-04-13,39.52
2026-04-14,39.97
2026-04-15,40.25
2026-04-16,40.8
2026-04-17,40.98
2026-04-20,41.47
2026-04-21,41.97
2026-04-22,42.61
2026-04-23,40.65
2026-04-24,40.95
2026-04-27,40.9
2026-04-28,41.11
2026-04-29,40.93
2026-04-30,40.9
2026-05-04,41.92
2026-05-05,42.62
2026-05-06,43.86
2026-05-07,44.72
2026-05-08,44.85
2026-05-11,45.76
2026-05-12,45.58
2026-05-13,45.15
2026-05-14,45.15
2026-05-15,44.45
2026-05-18,44.5
2026-05-19,44.01
2026-05-20,44.04
2026-05-21,45.44
2026-05-22,46.35
2026-05-25,48.35
2026-05-26,48.32
2026-05-27,49.64
2026-05-28,48.83
2026-05-29,50.2
2026-06-01,51.9
2026-06-02,52.8
2026-06-03,53.8
2026-06-04,52.65
2026-06-05,51.8
2026-06-08,49.45
2026-06-09,51.25
2026-06-10,49.62
2026-06-11,49.59
2026-06-12,50.6
2026-06-15,51.5
2026-06-16,51.55
2026-06-17,51.95
2026-06-18,52.8
2026-06-22,54.05
2026-06-23,53.6
2026-06-24,53.15
2026-06-25,53.2
2026-06-26,51.45
2026-06-29,51.8
2026-06-30,53.25
2026-07-01,52.75
2026-07-02,52.6
2026-07-03,52.85
2026-07-06,53.25
2026-07-07,52.15
2026-07-08,52.35
2026-07-09,52.65
2026-07-13,52.4
2026-07-14,51.75
2026-07-15,53
2026-07-16,52.65
2026-07-17,50.75
2026-07-20,49.95
2026-07-21,49.55
2026-07-22,50.95
2026-07-23,50.65
2026-07-24,50.2
2026-07-27,50
2026-07-28,48.19
2026-07-29,46.73
2026-07-30,46.29
2026-07-31,49.48
2026-08-03,49.82
2026-08-04,50.6
2026-08-05,51.45
2026-08-06,51.3
2026-08-07,51.05
2026-08-10,52.45
2026-08-11,52.3
2026-08-12,52.7
2026-08-13,53
2026-08-14,53.4
2026-08-17,53
2026-08-18,52.7
2026-08-19,52
2026-08-20,52.05
2026-08-21,52.4
2026-08-24,52.3
2026-08-25,52.55
2026-08-26,53.25
2026-08-27,53.6
